1.2155,0.95641,0.75163,8.3488,6.9028,4.8441,3.8566
2.3612,1.8545,1.3991,20,20,2.5466,1.7137
1.2544,1.0631,0.77617,15.618,8.4444,5,4.0116
1.0982,0.71963,0.61172,6.4026,19.784,1.2773,2.5494
1.581,1.8243,1.5228,4.3498,20,2.1825,1.562
4.3041,2.4632,2.0988,6.7138,13.539,1.3165,2.2449
3.0722,0.73945,0.72373,9.9812,15.945,1.3202,3.1398
2.4001,2.8439,2.0973,19.376,12.988,4.8986,2.2118
1.0896,0.50827,0.42851,4.9465,3.6746,2.546,5
1.6772,0.14832,1.3571,0.008002,18.477,2.1416,1.2803
4.6691,1.0744,1.0486,10.226,14.946,1.3274,3.5876
0.097202,0.80045,0.57247,3.2041,15.928,1.1607,1
1.3157,2.3249,1.8462,8.0013,15.236,5,2.4193
4.0911,0.72926,0.87594,5.743,4.8285,1,2.743
1.7156,5,3.6823,4.6444,10.142,4.2872,2.049
2.5665,1.9503,1.446,14.853,8.9678,1.3854,1.4425
2.1438,1.2811,0.86053,4.0316,1.4014,1.0171,1.1496
1.4048,0.99056,0.74924,13.905,7.8425,1.6847,1.4431
2.032,1.987,1.603,0.95269,1.3365,5,5
3.3392,4.7508,3.9181,2.562,14.532,1.3067,2.4317
0.68333,3.8378,2.67,16.985,14.362,4.7391,1
4.6822,5,3.5647,6.826,4.8311,4.6371,3.9127
2.0728,1.3949,1.1388,12.36,12.811,4.6633,3.3277
1.6074,4.052,2.9079,7.0619,7.0889,4.9003,2.0749
1.6659,2.8385,2.2999,2.9166,15.715,2.8235,3.5285
3.3698,3.2229,2.224,16.571,6.3922,4.6469,2.8894
4.3513,4.1514,3.3513,5.8424,11.82,1.5785,2.6831
0.11219,0.79335,0.50613,2.3963,3.9135,2.7382,1
2.1815,5,4.0326,3.3375,16.358,2.4777,2.124
2.0816,1.3552,0.95659,15.129,3.3416,4.7636,3.3571
5,2.915,2.2024,14.773,5.6703,1.7069,1.1966
1.4293,1.1527,0.82842,7.5242,5.064,1.3795,2.1509
0.42615,0.75493,0.66909,1.2098,20,4.7442,3.9737
4.6448,4.7992,3.948,5.3547,15.001,1,2.4131
0.93578,5,3.3924,9.6059,8.1148,2.7678,1
4.0269,0.99624,0.87856,15.041,11.506,2.2618,1.6531
0.5165,1.1045,0.65651,17.041,3.1764,2.5943,1.072
2.8402,1.2744,0.84029,14.099,3.2116,1.8783,1.8213
3.8614,1.5679,1.1889,19.708,20,1.4235,1.9017
3.964,4.9689,3.596,18.522,20,2.4156,2.881
0.6905,0.20548,0.29876,1.824,6.9473,1.5558,3.1494
5,2.7692,1.9561,6.0307,2.698,1.4223,1.4815
2.4665,2.602,2.069,4.5073,12,2.1821,1
2.6477,4.2788,1.1096,2.1471,0.14159,1.7076,1
4.1247,5,4.18,5.9853,15.155,2.1883,1.4229
2.2923,2.2483,1.2559,10.477,1.9287,2.4355,1
2.5712,3.4688,2.2073,9.1305,2.276,5,1.2073
1.6175,0.72731,0.644,7.0828,3.6216,4.2903,3.79
4.7664,2.5536,2.25,9.5802,20,2.4227,4.1017
1.3749,1.8222,1.4637,7.7084,18.482,5,1.1177
0.95708,3.9866,2.938,8.2735,19.262,1.5029,2.0872
4.8977,0.82441,0.70527,5.2885,0.052053,1,4.5617
2.8355,3.0114,2.6571,3.5347,13.084,3.1956,3.3475
1.3329,1.417,1.0291,11.199,4.254,5,2.9643
1.0233,0.10167,0.31783,1.7975,6.3873,1,3.043
3.6779,3.9531,3.3491,2.9878,9.5254,3.8495,4.786
0.40987,3.4454,2.5629,20,20,1.7839,1.1657
4.078,2.188,1.8202,19.919,20,3.4828,1
1.0719,3.9725,2.7138,20,8.5264,5,1.812
4.1521,3.3872,2.3189,3.6806,1.9111,3.6534,2.9684
0.33359,1.8601,0.098422,7.6651,0.037663,3.7652,1.1432
2.0708,2.6511,1.9571,20,17.622,1.0423,2.3103
0.37475,1.4242,0.94416,9.2727,8.8397,4.5982,1.7602
5,5,3.4457,20,9.9521,5,3.8612
0.81418,2.351,1.3228,1.7727,1.7937,2.4077,1
3.3493,1.6059,1.5706,3.9809,6.338,2.8086,5
0.19773,2.3239,1.5025,6.9516,4.9814,4.6748,1
2.8679,1.6372,1.4999,5.9434,11.333,2.4514,3.9752
0.86081,1.1913,0.84051,1.4955,1.4497,2.7656,1.6376
4.2816,3.5942,2.3928,13.163,3.3373,4.8949,3.4645
0.84356,2.1759,1.5449,18.254,6.8775,5,1.7748
1.1584,1.8025,1.2603,8.1215,6.7785,1,1.7765
4.4601,0.69031,0.62737,17.406,3.134,3.0674,4.478
3.6279,0.79174,0.68088,9.1386,3.7725,2.2127,5
2.6369,4.1207,2.7629,20,7.7142,4.7868,2.6005
1.4497,2.1766,1.5505,11.824,14.263,5,5
4.689,4.6379,3.5381,4.2245,5.8486,3.4906,5
0.1513,3.9076,2.7393,2.5319,19.181,3.9515,2.2371
1.1313,4.3535,3.0652,20,9.877,5,2.0867
1.6927,4.3653,3.993,0.29265,10.592,1.7699,2.2463
1.5802,4.4117,3.2425,16.683,9.6483,2.8622,1.0855
1.6931,1.3744,1.5364,0.77229,11.465,1.4982,2.4989
0.5401,0.1638,0.19757,3.6353,3.0917,3.8187,2.303
2.0823,2.7492,2.1267,0.46502,1.5613,3.0291,2.2047
2.2805,0.042481,0.19718,8.9334,18.135,1,4.4602
4.9206,2.1578,2.5396,2.2554,15.408,1,5
2.5771,4.5107,3.262,6.582,3.8596,5,1.7052
0.061293,1.6276,1.0186,6.8703,5.3226,3.6737,1.2282
0.29052,2.5764,1.7927,14.887,20,4.8291,2.8775
1.1002,1.7592,1.3426,14.136,15.148,2.9056,2.911
3.5249,1.342,1.4949,3.8659,20,1.4867,2.4651
0.63575,3.3685,2.5203,15.128,15.079,5,2.0962
0.03737,1.1044,0.65005,5.2903,4.4133,1.1383,1.0215
3.1586,3.3454,2.5911,5.286,3.7949,3.0066,1
0.23459,5,3.515,2.4372,18.597,5,2.4047
0.42989,1.0318,0.6767,8.0399,7.3582,5,3.4121
2.0531,1.1984,1.2029,2.1073,8.0687,1,5
0.76198,2.7743,1.793,5.1503,5.1041,1.1997,1.1355
2.6235,4.6662,4.4417,0.24831,9.4486,3.1053,1.7034
3.9512,0.099796,0.35114,9.0749,6.6101,1,3.1949
